uuid,primary_tag,secondary_tag,coherence_score
e33c1c653ab749ccbb21c900ee151d4a,소극적 실속,적극적 소비,2
822456d0b8bf4313b81456c95429d8ed,적극적 소비,사회적 소비,1
37867b9a755445fcb5aba912bebbba6e,적극적 소비,사회적 소비,2
3ed1d84aafab42a8922296ce5f142447,적극적 소비,소극적 실속,1
6544a4e110f344d2b9a689a3866a4ad2,사회적 소비,소극적 실속,0
34793add488e480eb74c8fc08cf70697,소극적 실속,사회적 소비,2
bb0c4f80a99447939e9858b3c969b320,소극적 실속,사회적 소비,2
477cee53ed2d4f53991e1eb4a34adde9,적극적 소비,사회적 소비,0
ba8e3b7c8b9541dbb9d67892e1af0dde,소극적 실속,사회적 소비,2
816fe7b43cf34551bfde2ff84462ca21,적극적 소비,자기 중심적,0
b932e7dfffc048b7b415831c629bc8a1,적극적 소비,사회적 소비,1
1893d38e695247ceaee94f2babd34717,적극적 소비,사회적 소비,0
9aee3961dd154bcba6d639de04b2e465,소극적 실속,사회적 소비,2
4fe0032b041b4f23b6c9e64a11a4282b,자기 중심적,소극적 실속,2
ee03f839f5b74272b696c180e2136c02,윤리적 소비,사회적 소비,0
bc0d75a4922c40b6bc4f2cab850168ed,소극적 실속,자기 중심적,2
10693d58f77848008af21232ad0dfd9c,적극적 소비,사회적 소비,0
02658a4b465f48c9a4b9a22c5d8d8581,소극적 실속,사회적 소비,2
f59309eca5834bbe98b2c3db7dec75d3,소극적 실속,사회적 소비,2
0487b2f7a60243129cea967ec8a4ce3e,소극적 실속,사회적 소비,0
f8d8eff124fd4b5a8da165943be2900a,사회적 소비,적극적 소비,0
7ee69ec69fcb456fb609766dbc851fe2,사회적 소비,소극적 실속,2
5b20a3a517954314bfdec78c1f3073e6,소극적 실속,자기 중심적,2
ac8bdfc593f4489b88106e39266e50ba,사회적 소비,적극적 소비,0
85557a32ac7041d397d561646b28d77c,적극적 소비,사회적 소비,1
fe9dc78cd1bf466c85d1e355be388a74,적극적 소비,사회적 소비,1
2c93d80247f648159c7d3a4964f71a84,소극적 실속,사회적 소비,2
2ddccb6dad2641e69c47b07d36bda772,적극적 소비,사회적 소비,1
c943a57159934e08b00dc97eeb22e5f7,사회적 소비,적극적 소비,0
b618bb73246e4650b04f267bd43f7e7e,적극적 소비,사회적 소비,1
0deadf38ed8344db9f60ee6f1eb6d2be,소극적 실속,사회적 소비,2
c455fac7e5ff48e79f59dd85f953515c,소극적 실속,자기 중심적,2
d859bd0843604e1caef7148d570f4455,적극적 소비,사회적 소비,1
e53d0203ded443d6833417bf6fdca899,적극적 소비,소극적 실속,0
0f357243128349829c8f19c7811fe5cb,적극적 소비,사회적 소비,1
e82ca06a97ce48a09609d78da9a76995,사회적 소비,소극적 실속,0
4922ee77e369461c81d0fcbb6af8fc41,적극적 소비,사회적 소비,0
f40b13a1a8e049beba8ca8be92d7edcd,소극적 실속,사회적 소비,2
68b17cd515144f568f4ce5de3127949b,윤리적 소비,사회적 소비,0
06dab58976224ad880eaf82e6f88d774,사회적 소비,윤리적 소비,0
a274b410b6b84ca490fafb9a0c65fad3,적극적 소비,윤리적 소비,0
5168f218bb73453e8079f362f0d3b820,적극적 소비,사회적 소비,1
b811b57e35264251b73f7275b2112427,윤리적 소비,적극적 소비,2
1a5d4746850d48a7a19f3da2ce03e19d,적극적 소비,소극적 실속,1
24da96f732e94c30a3844cd50aaca353,사회적 소비,적극적 소비,0
c04d922007d44900900dbacaa84cc8f2,사회적 소비,소극적 실속,0
a872963abbab498090a8f005ac805cd4,윤리적 소비,적극적 소비,2
f8f6ac93e71949f49ef6787b372607d8,소극적 실속,사회적 소비,2
c872f7c7bc1747f281987ed86669db9f,적극적 소비,사회적 소비,1
5ba7496a3ecd497f9c05dd049fd37b33,소극적 실속,사회적 소비,2
012010feb8464d74a30f21d6367d575c,적극적 소비,소극적 실속,1
d35420df45a34e2ab8b81292bb6182f6,사회적 소비,소극적 실속,0
40ca57c3d4744f0690431016ef358f7a,윤리적 소비,사회적 소비,2
181b990a5e3c4161bc077cd6c2207440,적극적 소비,소극적 실속,0
9a12c715e691482bb5d1644baca4bb24,소극적 실속,사회적 소비,0
9d9c29dd5bbf42c7981f18543af588f9,소극적 실속,자기 중심적,2
6f866822f244486c90e348238799e6cd,적극적 소비,사회적 소비,1
83238c19f889441099c49b128a2876c7,소극적 실속,사회적 소비,2
bfaa74b1693246c48867f05c5019fce1,적극적 소비,사회적 소비,1
c1edb82dafb44f9996c6e1e15c53e229,소극적 실속,사회적 소비,2
838704cb6d4844b4b7f4fdc4cc64d4c7,적극적 소비,자기 중심적,0
2b22c9ba870c479ab82cbd445614a6e7,사회적 소비,윤리적 소비,0
aef5f3fce2514e25a66f304914ef0daa,윤리적 소비,,0
14358e638c014cba83a5f3c02709a318,적극적 소비,사회적 소비,1
30cbcc6f7fde45da97b0cd5d1f6321db,소극적 실속,사회적 소비,0
97d51bc5ff944a3f8c1fc6e7dfb35b65,소극적 실속,사회적 소비,2
b7de66b9a1ec466d8fe1a82e600358ec,소극적 실속,자기 중심적,2
fea972ca455f449aa2dedd4ac8270fcf,소극적 실속,사회적 소비,2
4253b552af714c9f848971565ca8f84a,소극적 실속,사회적 소비,2
47855c9d3f6540c1a7253a7e5080675f,적극적 소비,사회적 소비,1
24a0c253a66b40a393b74b204dfaf3f2,적극적 소비,소극적 실속,0
d4b17b46b3d34f949fc568823dca8518,적극적 소비,소극적 실속,0
fc39d81834754049b8098dc4b2a581ea,자기 중심적,,2
f068d9a0f9894549ad466a87f6aa2ec9,소극적 실속,자기 중심적,2
f7c5a74c7af34d4f8ec9c7bea3f741e6,적극적 소비,사회적 소비,1
cc56fb960f06424c86c03689b69a777d,사회적 소비,적극적 소비,0
903b8e3957d44813b70936b94afe1c42,소극적 실속,사회적 소비,2
423ac4b8728c45dd9c502e90118affa6,소극적 실속,자기 중심적,2
9a919ae693c447399e6afe33901696c9,적극적 소비,사회적 소비,1
0aa5368907644a348e32bbfd655d24c8,적극적 소비,사회적 소비,1
1396fed10e38445299829ea137c15147,사회적 소비,소극적 실속,0
edd5bb43e8d840f49e1be4a3d77b18ad,적극적 소비,사회적 소비,1
c07c7aca9fd549b8b1e5121077530f37,소극적 실속,자기 중심적,2
fff8fb3edee641ed82ee41ab62f6caf8,적극적 소비,소극적 실속,1
51287297060542d09a8e4f7d6ec6c34d,소극적 실속,적극적 소비,2
26ab4f1f0afa4c7999d6f90f658f54fd,사회적 소비,적극적 소비,0
a87fdcc58fda42dabb486f0d353e62d3,적극적 소비,소극적 실속,0
e9484096deb14bdaa579f8f52dff1c40,소극적 실속,사회적 소비,2
68455ccfe0974d759abe210ce6b45f31,윤리적 소비,,2
0eeaf221fd1b40e788ca853b19cb5013,적극적 소비,사회적 소비,1
4b26b56b963246dabc2b4fc18928baa0,적극적 소비,사회적 소비,0
644a410edee9490a96b1cdcfc0827615,적극적 소비,사회적 소비,2
8513eac358734361ae7682b396b3948d,소극적 실속,자기 중심적,2
ff8544529d1d4346a337e70302d215dd,사회적 소비,소극적 실속,0
985c4af91be849059aa17753fed8081b,윤리적 소비,,2
7db279533a9e4163aeaa36593c4f36e1,자기 중심적,,1
ee2a132e13b34770b2b6ee1d99a72dfe,소극적 실속,사회적 소비,0
85c8e5b52d2a4db3bd4470705e18adad,적극적 소비,사회적 소비,1
e64ba361ce6746f09ca377070199ed56,적극적 소비,사회적 소비,2
886c4044a31b452c8e5881d331b55a41,소극적 실속,자기 중심적,2
7016af6e196f4c5f89ba8b1d9ff61929,적극적 소비,사회적 소비,1
4e05d5f07c65461680da08442458fd61,소극적 실속,사회적 소비,2
43fed1955c754b2cb4c5805aaa911ef2,소극적 실속,자기 중심적,2
fda24b5b48fd4ed28f983c84cdf985b1,소극적 실속,사회적 소비,2
18bc8f14d1124a74a7186f3a8fa85bda,윤리적 소비,사회적 소비,2
d0297d5471154d3594b11eb8f6d86421,윤리적 소비,적극적 소비,2
1dc7e3f9fc8e4ddfa376aaa4b5e90982,소극적 실속,사회적 소비,2
847cc087968a474eb937811678167799,소극적 실속,사회적 소비,2
136c08ee31124281a33bcad44e14dbd8,소극적 실속,사회적 소비,2
75130c6c65e04ac89338ae416458a635,적극적 소비,소극적 실속,1
f204d953b002437ab5cb8a6e259acaf2,자기 중심적,,2
97651bea6e3947bf995ac02e5a70f4b1,적극적 소비,사회적 소비,1
86fbdd7d70114c7e96363b4072fcb533,사회적 소비,적극적 소비,0
0cbcabce4b7c470b9b9737dc051deb68,소극적 실속,사회적 소비,2
e1cf2640c00643f684b633f6d84a2765,소극적 실속,적극적 소비,2
c396f1e08147489bab456fa604d4c5e2,윤리적 소비,,2
8974c0dd481c4bd99ca48e10f2343ecf,윤리적 소비,사회적 소비,0
c23d981acf9d45f8908ad2e2ffad5910,소극적 실속,,0
60b2cf2dae2e485ab74f3abb239a0911,적극적 소비,사회적 소비,1
9f8ef0ac4a6047ecbd2fbf6e78e0ff23,소극적 실속,사회적 소비,2
779b97990b494cdcab5fb28fc6a51268,자기 중심적,소극적 실속,1
2aafefe8f5c84ad385f99e6a06ee98bd,적극적 소비,사회적 소비,1
7a2bf07f58be47bf8d1c2fe71ed32259,적극적 소비,사회적 소비,1
5383d0d554534d7fad606b9be270507b,사회적 소비,소극적 실속,0
d33e98c8433a4943a4b01b1119b5fb91,적극적 소비,사회적 소비,0
8b8ae6a9c8f443d3aa862a5cf854e325,소극적 실속,사회적 소비,2
1a87972506fd4535827b2d3ae3ef5151,적극적 소비,사회적 소비,1
5eec1a1c1ec542d5a5ae58605746458c,적극적 소비,소극적 실속,0
e271c0ba85964c598d1185bbc1df63e1,적극적 소비,사회적 소비,0
9f0d935480e14b968341c0eee92c5e53,사회적 소비,적극적 소비,0
7e76efe3c3bb4508ab7f8196cca23d9c,적극적 소비,사회적 소비,1
4cdf564b7c644951a83b3295623e6e88,소극적 실속,사회적 소비,2
354ce03b078440aa94e8dcf0017ea886,사회적 소비,적극적 소비,0
bea327aa4ac84cb9a6d916dd37331531,사회적 소비,소극적 실속,0
6dd331490dad4d78a404a2b09ec10590,윤리적 소비,적극적 소비,2
cb027f98439b4e029752bd82b930ae65,적극적 소비,윤리적 소비,1
58c190575caa47f4abd2b44f3780dcde,적극적 소비,사회적 소비,1
63fecee8f8244bb1b479340459585fd5,적극적 소비,사회적 소비,1
06e9c48901e64a1ebd6155c361bb6c38,적극적 소비,사회적 소비,1
97d491e1b55d459bb5ffbed5f48ff8bf,자기 중심적,적극적 소비,2
cb335eb30ee3494fb9caafcd23998447,적극적 소비,소극적 실속,0
0e8120f540c642de97f6854a592ff9ba,소극적 실속,적극적 소비,2
973f18cf45834332a27548dabef6711c,소극적 실속,사회적 소비,2
74797d4310b1411580ba56c9a4b4a720,소극적 실속,사회적 소비,2
d8c9be70a20d41f9874a1d75e05ffd5e,소극적 실속,사회적 소비,2
dba99be8a5104a3eb11e26a90ebcd5b6,소극적 실속,사회적 소비,2
92b7707aca5f4b4f9fead4ed3c82dae4,적극적 소비,자기 중심적,1
11d3eae8ed69437cadc6af623803f442,적극적 소비,소극적 실속,0
7535d7580efb400f801bf52d1970d631,윤리적 소비,,2
6371ae8f6fff41a0ae36339a72d132aa,소극적 실속,자기 중심적,2
ac0263e7f4014219aa7080007381ea5d,적극적 소비,자기 중심적,1
8f2e7df3b4624aaa98e937610f6dd9c2,적극적 소비,사회적 소비,0
0fb103171b374aee85f1cf12645b1c36,소극적 실속,사회적 소비,2
391755cb17bc4f838057ac2fa880b30e,소극적 실속,사회적 소비,2
de04f0ba414443bda6ff6a77574a1ee6,소극적 실속,적극적 소비,2
2b1bb447618b43d7902c9306c0586479,적극적 소비,소극적 실속,0
45b0195126bb438081ad103612ac672d,적극적 소비,사회적 소비,1
98a9fe90be48427b9de822c8fbc5e17d,사회적 소비,소극적 실속,2
c603cb72657a496b9e404a3de5bfc4dc,적극적 소비,사회적 소비,1
accf0bd0ffbf4f9ea5f4906a3502c13c,사회적 소비,적극적 소비,0
fbc42a3530ca475dbfd33887bc06755c,적극적 소비,사회적 소비,0
757a5de47ae042e0a7a0a77f240cb4b0,적극적 소비,사회적 소비,1
bfc5d2d85b1940ad8726f8dc62f197fb,소극적 실속,사회적 소비,1
9ab05ccf28e14234be645981d331503a,소극적 실속,적극적 소비,2
6c3318adc14a40908474fff68ae2a14a,적극적 소비,사회적 소비,0
dad63df9bce642acb4d31afe146aa60d,적극적 소비,사회적 소비,0
8ecf4230331945f08cee7f342b611bcc,사회적 소비,적극적 소비,0
dea7d7abe5004ed68515848a7909c12e,소극적 실속,사회적 소비,2
2b86cdd7413b42aa913fd550e3762aed,소극적 실속,사회적 소비,2
7f6d2e3a1c194e4d839d0ef974158d4b,적극적 소비,사회적 소비,1
462281b6a4a64980969a7b99bb87c767,적극적 소비,사회적 소비,1
495fdb0a37ec4e15bf5853f1f7e6789a,사회적 소비,소극적 실속,0
89702897836449beb7021c83fdd9e4b9,소극적 실속,사회적 소비,2
b6797450280a4c799d32a7d4310f9a88,사회적 소비,소극적 실속,0
00941d71b1234a9995af7b53fd0fec59,적극적 소비,사회적 소비,1
587c3e61c6754add953aee3d8a52e12b,적극적 소비,사회적 소비,1
8f603345026a46138d6c4c9d1d28d181,사회적 소비,소극적 실속,0
5de4a31d3f8340d9ab3730f7cc255f52,적극적 소비,소극적 실속,1
91c8511f08f7413192b3408138180e49,소극적 실속,사회적 소비,2
8fcc6997e2864f889ff13c7a8ab4ebbc,적극적 소비,사회적 소비,1
260cd3a54fcf4d53b2d2480f85df6324,적극적 소비,사회적 소비,0
31578373968d4b8bb79d091bf7a8c4db,사회적 소비,윤리적 소비,0
f6c46008afce4e94962ef55f1cd9645d,적극적 소비,사회적 소비,1
eafa207a64a249cc89945862c9de59dd,소극적 실속,사회적 소비,2
4e808f7ea32642939e886a17fdee8b48,적극적 소비,사회적 소비,1
9b20e5a2b25e4ca0b025bbf7bb5f8629,사회적 소비,적극적 소비,0
a0da8a8805f546059add7bfb1616c386,윤리적 소비,적극적 소비,2
8b51b8bf95d54b49a78a4bb4bdd04b53,사회적 소비,적극적 소비,0
ee67b890ed3c4ae184e1a830cbe1c1f8,자기 중심적,소극적 실속,1
f9525c509e8f4729907ec8978ee2f2c5,적극적 소비,사회적 소비,1
3ff1c9a8c1d34131b125cb5f2644f61d,적극적 소비,소극적 실속,1
